codigo_reserva;fecha_reserva;fecha_inicio;fecha_fin;estado_reserva;run_reservante;nombre_reservante;es_socio;lugar_nombre;sucursal_nombre;monto_total;monto_pagado;medio_pago;fecha_pago
RES-000659;19-07-25;19-07-25;25-07-25;cancelada;19599688-1;Juan Perez;NO;Cabaa 9;Santiago Centro;720000;0;;16-07-25
RES-000660;02-09-25;02-09-25;09-09-25;cancelada;23046980-6;Luis Contreras;SI;Cabaa 6;Santiago Centro;840000;0;;01-09-25
RES-000661;04-05-25;04-05-25 10:00;04-05-25 11:00;ejecutada;18776636-2;Pedro Rojas;NO;Cancha Padel Aire Libre;La Florida;25000;25000;efectivo;01-05-25
RES-000662;03-10-25;03-10-25;04-10-25;cancelada;19443419-7;Pedro Rojas;SI;Cabaa 6;Santiago Centro;120000;0;;03-10-25
RES-000663;13-10-25;13-10-25;20-10-25;reservada;15088563-9;Pedro Rojas;SI;Cabaa 5;Santa Cruz;840000;0;;11-10-25
RES-000664;05-06-25;05-06-25 20:00;05-06-25 21:00;ejecutada;24090729-1;Pedro Rojas;SI;Salon Eventos 1;Santiago Centro;100000;100000;efectivo;01-06-25
RES-000665;06-03-25;06-03-25 11:00;06-03-25 12:00;reservada;16304937-6;Juan Perez;SI;Cancha Futbolito Aire Libre;La Florida;25000;0;;05-03-25
RES-000666;04-11-25;04-11-25;13-11-25;ejecutada;24090729-1;Pedro Rojas;NO;Cabaa 3;Santa Cruz;1080000;1080000;transferencia;30-10-25
RES-000667;18-05-25;18-05-25 12:00;18-05-25 13:00;reservada;6761777-0;Luis Contreras;SI;Cancha Basquetbol Techada;Santa Cruz;35000;0;;15-05-25
RES-000668;12-10-25;12-10-25;22-10-25;reservada;14861266-8;Ana Silva;NO;Cabaa 9;Providencia;1200000;0;;11-10-25
RES-000669;01-03-25;01-03-25;04-03-25;cancelada;9430073-8;Ana Silva;SI;Cabaa 15;Santa Cruz;360000;0;;27-02-25
RES-000670;20-06-25;20-06-25 09:00;20-06-25 10:00;ejecutada;16479158-0;Pedro Rojas;SI;Restaurant 1;La Florida;30000;30000;tarjeta;16-06-25
RES-000671;13-02-25;13-02-25 09:00;13-02-25 10:00;cancelada;15677425-1;Luis Contreras;SI;Cancha Basquetbol Techada;Santiago Centro;35000;0;;11-02-25
RES-000672;06-05-25;06-05-25 12:00;06-05-25 13:00;reservada;23498184-6;Juan Perez;SI;Cancha Tenis Aire Libre;Providencia;25000;0;;02-05-25
RES-000673;26-05-26;28-05-26 15:00;28-05-26 16:00;reservada;19048151-4;Ana Silva;NO;Cancha Padel Techada;La Florida;35000;0;;27-06-25
RES-000674;07-12-25;07-12-25;16-12-25;ejecutada;5137322-7;Juan Perez;NO;Cabaa 20;Providencia;1080000;1080000;efectivo;06-12-25
RES-000675;16-09-25;16-09-25;22-09-25;cancelada;9706683-3;Ana Silva;NO;Cabaa 18;Santa Cruz;720000;0;;11-09-25
RES-000676;10-12-25;10-12-25;11-12-25;cancelada;5757659-6;Pedro Rojas;SI;Cabaa 6;La Florida;120000;0;;09-12-25
RES-000677;07-10-25;07-10-25;09-10-25;cancelada;17263289-0;Juan Perez;SI;Cabaa 8;Providencia;240000;0;;07-10-25
RES-000678;10-10-25;10-10-25 09:00;10-10-25 10:00;cancelada;6807678-1;Pedro Rojas;NO;Cancha Tenis Aire Libre;La Florida;25000;0;;10-10-25
RES-000679;14-12-25;14-12-25 12:00;14-12-25 13:00;reservada;22367120-9;Pedro Rojas;NO;Salon Eventos 3;La Florida;100000;0;;09-12-25
RES-000680;06-01-25;06-01-25;13-01-25;cancelada;16054257-8;Luis Contreras;NO;Cabaa 16;Santiago Centro;840000;0;;05-01-25
RES-000681;18-06-25;18-06-25;20-06-25;ejecutada;6858349-7;Luis Contreras;SI;Cabaa 20;Santiago Centro;240000;240000;efectivo;14-06-25
RES-000682;08-07-25;08-07-25 09:00;08-07-25 10:00;cancelada;17647891-8;Maria Gonzalez;NO;Salon Eventos 3;Santa Cruz;100000;0;;05-07-25
RES-000683;20-02-25;20-02-25 15:00;20-02-25 16:00;reservada;20194778-2;Ana Silva;NO;Restaurant 1;Santiago Centro;30000;0;;20-02-25
RES-000684;17-03-25;17-03-25 22:00;17-03-25 23:00;reservada;5135966-6;Pedro Rojas;NO;Cancha Padel Techada;La Florida;35000;0;;16-03-25
RES-000685;11-05-25;11-05-25;17-05-25;reservada;8356612-4;Pedro Rojas;NO;Cabaa 18;Providencia;720000;0;;06-05-25
RES-000686;01-10-25;01-10-25 19:00;01-10-25 20:00;ejecutada;22852757-2;Ana Silva;NO;Piscina 2;Santiago Centro;20000;20000;transferencia;28-09-25
RES-000687;17-05-25;17-05-25;23-05-25;reservada;18086493-8;Maria Gonzalez;NO;Cabaa 3;Santiago Centro;720000;0;;15-05-25
RES-000688;12-06-25;12-06-25;17-06-25;reservada;6884770-2;Luis Contreras;SI;Cabaa 5;Santiago Centro;600000;0;;09-06-25
RES-000689;01-04-25;01-04-25 12:00;01-04-25 13:00;reservada;19195488-2;Pedro Rojas;NO;Piscina 1;Santiago Centro;20000;0;;31-03-25
RES-000690;07-12-25;07-12-25;11-12-25;reservada;16887747-1;Luis Contreras;NO;Cabaa 13;La Florida;480000;0;;06-12-25
RES-000691;04-11-25;04-11-25;09-11-25;ejecutada;7781298-9;Pedro Rojas;SI;Cabaa 13;Santa Cruz;600000;600000;efectivo;03-11-25
RES-000692;15-10-25;15-10-25;22-10-25;reservada;18602114-2;Juan Perez;NO;Cabaa 18;Providencia;840000;0;;15-10-25
RES-000693;15-05-25;15-05-25;16-05-25;cancelada;18910856-7;Maria Gonzalez;NO;Cabaa 2;La Florida;120000;0;;14-05-25
RES-000694;18-01-25;18-01-25;25-01-25;cancelada;19895777-1;Juan Perez;SI;Cabaa 6;Santiago Centro;840000;0;;17-01-25
RES-000695;16-11-25;16-11-25 22:00;16-11-25 23:00;cancelada;19332680-3;Ana Silva;NO;Salon Eventos 3;Providencia;100000;0;;16-11-25
RES-000696;10-06-25;10-06-25 18:00;10-06-25 19:00;cancelada;14254375-3;Pedro Rojas;SI;Cancha Padel Aire Libre;Santiago Centro;25000;0;;06-06-25
RES-000697;19-09-25;19-09-25;20-09-25;reservada;16990297-6;Ana Silva;NO;Cabaa 18;Santiago Centro;120000;0;;15-09-25
RES-000698;18-08-25;18-08-25;27-08-25;reservada;21351051-7;Ana Silva;SI;Cabaa 8;Santa Cruz;1080000;0;;16-08-25
RES-000699;19-09-25;19-09-25;22-09-25;reservada;15088563-9;Pedro Rojas;SI;Cabaa 5;Santiago Centro;360000;0;;19-09-25
RES-000700;18-04-25;18-04-25;24-04-25;ejecutada;8805000-2;Maria Gonzalez;NO;Cabaa 13;Santiago Centro;720000;720000;tarjeta;17-04-25
RES-000701;03-02-25;03-02-25;06-02-25;cancelada;21783745-6;Maria Gonzalez;SI;Cabaa 14;La Florida;360000;0;;29-01-25
RES-000702;19-07-25;19-07-25;26-07-25;ejecutada;22512308-K;Pedro Rojas;SI;Cabaa 9;Santiago Centro;840000;840000;transferencia;19-07-25
RES-000703;14-02-25;14-02-25;15-02-25;reservada;19599688-1;Juan Perez;SI;Cabaa 20;Providencia;120000;0;;09-02-25
RES-000704;15//25;04-07-25;07-07-25;ejecutada;19727843-0;Luis Contreras;NO;Cabaa 14;Santa Cruz;360000;360000;tarjeta;02-07-25
RES-000705;17-11-25;17-11-25 09:00;17-11-25 10:00;cancelada;8409701-2;Pedro Rojas;NO;Piscina 2;Santa Cruz;20000;0;;16-11-25
RES-000706;14-02-25;14-02-25;17-02-25;cancelada;6973970-9;Pedro Rojas;NO;Cabaa 19;Providencia;360000;0;;10-02-25
RES-000707;19-07-25;19-07-25 10:00;19-07-25 11:00;reservada;18971062-3;Juan Perez;SI;Cancha Tenis Techada;Santiago Centro;35000;0;;18-07-25
RES-000708;07-06-25;07-06-25;17-06-25;ejecutada;11219981-0;Pedro Rojas;NO;Cabaa 10;Santiago Centro;1200000;1200000;tarjeta;03-06-25
RES-000709;10-04-25;10-04-25 16:00;10-04-25 17:00;ejecutada;11727551-5;Maria Gonzalez;NO;Salon Eventos 3;Santiago Centro;100000;100000;efectivo;07-04-25
RES-000710;14-08-25;14-08-25 22:00;14-08-25 23:00;reservada;5983819-9;Ana Silva;NO;Cancha Tenis Aire Libre;Providencia;25000;0;;11-08-25
RES-000711;18-09-25;18-09-25;19-09-25;reservada;21861927-4;Pedro Rojas;SI;Cabaa 12;Providencia;120000;0;;17-09-25
RES-000712;07-12-25;07-12-25;14-12-25;reservada;18568061-4;Ana Silva;SI;Cabaa 20;Santa Cruz;840000;0;;05-12-25
RES-000713;15-01-25;15-01-25;20-01-25;cancelada;19332680-3;Ana Silva;NO;Cabaa 12;La Florida;600000;0;;12-01-25
RES-000714;03-09-25;03-09-25 22:00;03-09-25 23:00;reservada;10272070-9;Pedro Rojas;NO;Piscina 1;Santa Cruz;20000;0;;03-09-25
RES-000715;17-12-25;17-12-25;24-12-25;reservada;8356612-4;Pedro Rojas;NO;Cabaa 13;La Florida;840000;0;;12-12-25
RES-000716;17-10-25;17-10-25 14:00;17-10-25 15:00;ejecutada;11086191-7;Ana Silva;SI;Cancha Tenis Aire Libre;Santa Cruz;25000;25000;transferencia;12-10-25
RES-000717;04-11-25;04-11-25 21:00;04-11-25 22:00;cancelada;6738781-3;Maria Gonzalez;NO;Salon Eventos 3;Providencia;100000;0;;02-11-25
RES-000718;10-11-25;10-11-25 14:00;10-11-25 15:00;cancelada;18329134-3;Pedro Rojas;NO;Piscina 1;Santa Cruz;20000;0;;07-11-25
RES-000719;03-05-25;03-05-25 14:00;03-05-25 15:00;reservada;17647891-8;Maria Gonzalez;SI;Piscina 2;Santa Cruz;20000;0;;28-04-25
RES-000720;25-07-26;27-07-26 19:30;27-07-26 20:30;reservada;13532015-3;Luis Contreras;NO;Salon Eventos 1;Santa Cruz;100000;0;tarjeta;30-12-24
RES-000721;06-03-25;06-03-25;14-03-25;ejecutada;16984924-2;Pedro Rojas;SI;Cabaa 7;Santiago Centro;960000;960000;efectivo;02-03-25
RES-000722;16-01-25;16-01-25 13:00;16-01-25 14:00;reservada;15115625-8;Juan Perez;NO;Piscina 2;Santiago Centro;20000;0;;12-01-25
RES-000723;01-04-25;01-04-25;10/10/;reservada;21773123-5;Luis Contreras;NO;Cabaa 15;Providencia;720000;0;;30-03-25
RES-000724;03-09-25;03-09-25 22:00;03-09-25 23:00;ejecutada;6884770-2;Luis Contreras;SI;Salon Eventos 1;La Florida;100000;100000;efectivo;31-08-25
RES-000725;07-03-25;07-03-25 15:00;07-03-25 16:00;reservada;21287925-8;Ana Silva;SI;Salon Eventos 2;Santa Cruz;100000;0;;05-03-25
RES-000726;05-09-25;05-09-25 15:00;05-09-25 16:00;reservada;19599688-1;Juan Perez;NO;Cancha Padel Techada;La Florida;35000;0;;02-09-25
RES-000727;17-04-25;17-04-25 11:00;17-04-25 12:00;cancelada;11521745-3;Ana Silva;SI;Piscina 2;Santa Cruz;20000;0;;15-04-25
RES-000728;15-02-25;15-02-25;16-02-25;reservada;14565689-3;Pedro Rojas;SI;Cabaa 18;Santa Cruz;120000;0;;14-02-25
RES-000729;15-03-25;15-03-25;19-03-25;reservada;24693299-9;Pedro Rojas;SI;Cabaa 1;Providencia;480000;0;;13-03-25
RES-000730;16-09-25;16-09-25;19-09-25;reservada;9813420-4;Maria Gonzalez;SI;Cabaa 4;La Florida;360000;0;;12-09-25
RES-000731;10-11-25;10-11-25;16-11-25;cancelada;16848416-5;Ana Silva;NO;Cabaa 5;Providencia;720000;0;;09-11-25
RES-000732;07-10-25;07-10-25;17-10-25;cancelada;9680719-8;Ana Silva;SI;Cabaa 17;Providencia;1200000;0;;07-10-25
RES-000733;16-01-25;16-01-25 20:00;16-01-25 21:00;cancelada;9213225-0;Maria Gonzalez;SI;Cancha Padel Techada;Providencia;35000;0;;13-01-25
RES-000734;18-10-25;18-10-25;18-10-25 21:00;reservada;5135966-6;Pedro Rojas;NO;Cancha Tenis Techada X;La Florida;35000;0;;15-10-25
RES-000735;20-12-25;20-12-25;23-12-25;ejecutada;22812135-5;Ana Silva;NO;Cabaa 11;Providencia;360000;360000;efectivo;15-12-25
RES-000736;06-01-25;06-01-25 14:00;06-01-25 15:00;reservada;17674128-7;Pedro Rojas;SI;Restaurant 1;Santiago Centro;30000;0;;05-01-25
RES-000737;10/10/;06-03-25;10-03-25;reservada;9487250-2;Ana Silva;SI;Cabaa 20 X;Santiago Centro;480000;0;;05-03-25
RES-000738;05-08-25;05-08-25;09-08-25;reservada;24402541-2;Luis Contreras;SI;Cabaa 15;Santiago Centro;480000;0;;03-08-25
RES-000739;14-07-25;14-07-25;20-07-25;reservada;20713143-1;Luis Contreras;NO;Cabaa 15;La Florida;720000;0;;11-07-25
RES-000740;01-11-25;01-11-25;01-11-25 20:00;cancelada;16408231-8;Juan Perez;SI;Restaurant 1 X;Providencia;30000;0;;27-10-25
RES-000741;02-08-25;02-08-25;12-08-25;cancelada;19048151-4;Ana Silva;SI;Cabaa 13;Santiago Centro;1200000;0;;02-08-25
RES-000742;17-12-25;17-12-25 16:00;17-12-25 17:00;reservada;9194484-7;Ana Silva;NO;Cancha Futbolito Techada;La Florida;35000;0;;14-12-25
RES-000743;15-08-25;15-08-25;20-08-25;cancelada;10778324-5;Luis Contreras;NO;Cabaa 5;La Florida;600000;0;;14-08-25
RES-000744;13-07-25;13-07-25;19-07-25;ejecutada;13397853-4;Juan Perez;NO;Cabaa 13;Santa Cruz;720000;720000;transferencia;08-07-25
RES-000745;02-09-25;02-09-25 11:00;02-09-25 12:00;cancelada;22378728-2;Maria Gonzalez;SI;Cancha Tenis Aire Libre;Santiago Centro;25000;0;;28-08-25
RES-000746;04-01-25;04-01-25;05-01-25;ejecutada;22885927-3;Luis Contreras;SI;Cabaa 12;Santa Cruz;120000;120000;tarjeta;04-01-25
RES-000747;08-11-25;08-11-25 16:00;08-11-25 17:00;cancelada;18881160-4;Pedro Rojas;SI;Restaurant 2;Santiago Centro;30000;0;;04-11-25
RES-000748;13-02-25;13-02-25 08:00;13-02-25 09:00;ejecutada;11450455-6;Luis Contreras;NO;Cancha Basquetbol Techada;Santiago Centro;35000;35000;efectivo;13-02-25
RES-000749;13-10-25;13-10-25;17-10-25;cancelada;13650113-5;Pedro Rojas;NO;Cabaa 14 X;La Florida;480000;0;;08-10-25
RES-000750;03-02-25;15-06-25;04-02-25;reservada;23503123-K;Ana Silva;SI;Cabaa 11 X;La Florida;120000;0;;30-01-25
RES-000751;07-05-25;07-05-25 11:00;07-05-25 12:00;ejecutada;6261507-9;Luis Contreras;SI;Piscina 2;Santa Cruz;20000;20000;transferencia;07-05-25
RES-000752;15-08-25;15-08-25;24-08-25;reservada;15148285-6;Luis Contreras;SI;Cabaa 2;La Florida;1080000;0;;15-08-25
RES-000753;05-05-25;05-05-25 08:00;05-05-25 09:00;cancelada;18065705-3;Maria Gonzalez;NO;Cancha Padel Aire Libre;Santiago Centro;25000;0;;05-05-25
RES-000754;13-09-25;13-09-25;18-09-25;ejecutada;19895777-1;Juan Perez;NO;Cabaa 19;Santiago Centro;600000;600000;transferencia;12-09-25
RES-000755;01-05-25;01-05-25 13:00;01-05-25 14:00;ejecutada;15338995-0;Ana Silva;NO;Salon Eventos 2;Santiago Centro;100000;100000;transferencia;27-04-25
RES-000756;01-06-25;01-06-25;02-06-25;ejecutada;5983819-9;Ana Silva;SI;Cabaa 16;Santa Cruz;120000;120000;tarjeta;30-05-25
RES-000757;05-03-25;05-03-25 10:00;05-03-25 11:00;ejecutada;21099442-4;Luis Contreras;NO;Cancha Basquetbol Techada;Providencia;35000;35000;transferencia;02-03-25
RES-000758;11-06-25;11-06-25 16:00;11-06-25 17:00;cancelada;9564786-3;Ana Silva;SI;Restaurant 1;Providencia;30000;0;;07-06-25
RES-000759;03-06-25;03-06-25;05-06-25;cancelada;23503123-K;Ana Silva;SI;Cabaa 16;Providencia;240000;0;;29-05-25
RES-000760;15-03-25;15-03-25 16:00;15-03-25 17:00;cancelada;6858349-7;Luis Contreras;SI;Salon Eventos 1;Providencia;100000;0;;14-03-25
RES-000761;01-07-25;01-07-25 13:00;01-07-25 14:00;reservada;15148285-6;Luis Contreras;NO;Cancha Tenis Aire Libre;Santiago Centro;25000;0;;27-06-25
RES-000762;18-12-25;18-12-25;24-12-25;cancelada;17786278-9;Juan Perez;NO;Cabaa 4;Santa Cruz;720000;0;;16-12-25
RES-000763;01-10-25;01-10-25;02-10-25;cancelada;17674128-7;Pedro Rojas;NO;Cabaa 5;Santa Cruz;120000;0;;30-09-25
RES-000764;08-12-25;08-12-25;09-12-25;ejecutada;9571085-9;Juan Perez;NO;Cabaa 15;La Florida;120000;120000;transferencia;07-12-25
RES-000765;20-04-25;20-04-25 18:00;20-04-25 19:00;cancelada;16012079-7;Ana Silva;NO;Restaurant 1;Providencia;30000;0;;16-04-25
RES-000766;13-06-25;13-06-25 13:00;13-06-25 14:00;cancelada;10698937-0;Pedro Rojas;SI;Salon Eventos 1;Santiago Centro;100000;0;;11-06-25
RES-000767;17-11-25;17-11-25;25-11-25;reservada;23433621-5;Maria Gonzalez;SI;Cabaa 2 X;Providencia;960000;0;;17-11-25
RES-000768;05-11-25;05-11-25;11-11-25;ejecutada;7544276-9;Maria Gonzalez;SI;Cabaa 3;Santiago Centro;720000;720000;efectivo;01-11-25
RES-000769;06-09-25;06-09-25;07-09-25;ejecutada;12809545-4;Juan Perez;SI;Cabaa 1;Santiago Centro;120000;120000;tarjeta;01-09-25
RES-000770;03-03-25;03-03-25 18:00;03-03-25 19:00;cancelada;14292034-4;Luis Contreras;SI;Restaurant 1;La Florida;30000;0;;27-02-25
RES-000771;15//25;13-04-25;16-04-25;reservada;24132013-8;Pedro Rojas;SI;Cabaa 5;La Florida;360000;0;;13-04-25
RES-000772;20-05-25;20-05-25 15:00;20-05-25 16:00;reservada;17096666-K;Juan Perez;SI;Salon Eventos 2;Santiago Centro;100000;0;;19-05-25
RES-000773;20-09-25;20-09-25;23-09-25;cancelada;21351051-7;Ana Silva;SI;Cabaa 5;Providencia;360000;0;;16-09-25
RES-000774;07-10-25;07-10-25 10:00;07-10-25 11:00;ejecutada;23434952-K;Pedro Rojas;NO;Piscina 1;Santa Cruz;20000;20000;transferencia;04-10-25
RES-000775;09-07-25;09-07-25;19-07-25;ejecutada;20727566-2;Juan Perez;NO;Cabaa 6;La Florida;1200000;1200000;transferencia;06-07-25
RES-000776;12-11-25;12-11-25;18-11-25;reservada;12913560-3;Ana Silva;SI;Cabaa 13;La Florida;720000;0;;07-11-25
RES-000777;02-03-25;02-03-25 08:00;02-03-25 09:00;cancelada;13147810-0;Pedro Rojas;SI;Cancha Basquetbol Techada;Providencia;35000;0;;25-02-25
RES-000778;01-12-25;01-12-25;06-12-25;cancelada;10615277-2;Juan;SI;Cabaa 8;La Florida;600000;0;;27-11-25
RES-000779;10-05-25;10-05-25;10-05-25 17:00;cancelada;15345989-4;Pedro Rojas;SI;Cancha Futbolito Techada;Santiago Centro;35000;0;;05-05-25
RES-000780;05-03-25;10/10/;14-03-25;cancelada;16887747-1;Luis Contreras;SI;Cabaa 16 X;Providencia;1080000;0;;03-03-25
RES-000781;02-12-25;15-06-25;10-12-25;reservada;7415624-0;Juan Perez;NO;Cabaa 7;La Florida;960000;0;;28-11-25
RES-000782;17-03-25;17-03-25;25-03-25;ejecutada;15826885-K;Juan Perez;SI;Cabaa 2;Providencia;960000;960000;tarjeta;16-03-25
RES-000783;18-10-25;18-10-25;27-10-25;cancelada;19937737-K;Luis Contreras;SI;Cabaa 1;Santa Cruz;1080000;0;;15-10-25
RES-000784;06-11-25;06-11-25;14-11-25;reservada;15293763-6;Luis Contreras;NO;Cabaa 16;Providencia;960000;0;;04-11-25
RES-000785;03-10-25;03-10-25;11-10-25;cancelada;18646254-8;Pedro Rojas;SI;Cabaa 5;Providencia;960000;0;;29-09-25
RES-000786;14-10-25;14-10-25 21:00;14-10-25 22:00;ejecutada;7544276-9;Maria Gonzalez;SI;Piscina 1;Santa Cruz;20000;20000;tarjeta;14-10-25
RES-000787;09-10-25;09-10-25;15-10-25;ejecutada;13604604-7;Juan Perez;NO;Cabaa 12;Santa Cruz;720000;720000;tarjeta;05-10-25
RES-000788;08-02-25;08-02-25;15-02-25;ejecutada;19195488-2;Pedro Rojas;NO;Cabaa 13;Santa Cruz;840000;840000;transferencia;04-02-25
RES-000789;10-11-25;10-11-25 16:00;10-11-25 17:00;ejecutada;21947907-7;Maria Gonzalez;NO;Salon Eventos 3;Providencia;100000;100000;efectivo;09-11-25
RES-000790;06-03-25;06-03-25 19:00;06-03-25 20:00;cancelada;13505604-9;Ana Silva;SI;Piscina 2 X;La Florida;20000;0;;01-03-25
RES-000791;03-01-25;03-01-25 13:00;03-01-25 14:00;reservada;8223654-6;Ana Silva;SI;Cancha Tenis Aire Libre;Providencia;25000;0;;31-12-24
RES-000792;14-07-26;16-07-26 09:00;16-07-26 10:00;reservada;19544570-2;Maria Gonzalez;NO;Piscina 1;La Florida;20000;0;;10-06-25
RES-000793;01-11-25;01-11-25 14:00;01-11-25 15:00;ejecutada;13532015-3;Luis Contreras;NO;Cancha Tenis Aire Libre;Santiago Centro;25000;25000;transferencia;31-10-25
RES-000794;16-11-25;16-11-25;17-11-25;ejecutada;21296743-2;Pedro Rojas;SI;Cabaa 19;Providencia;120000;120000;transferencia;13-11-25
RES-000795;11-02-25;11-02-25;19-02-25;cancelada;16107528-0;Juan Perez;NO;Cabaa 13 X;La Florida;960000;0;;06-02-25
RES-000796;14-03-25;14-03-25;18-03-25;reservada;9712455-8;Pedro Rojas;SI;Cabaa 11;Providencia;480000;0;;09-03-25
RES-000797;11-10-25;11-10-25;19-10-25;reservada;11414686-2;Maria Gonzalez;NO;Cabaa 6;Santiago Centro;960000;0;;10-10-25
RES-000798;07-02-25;07-02-25;16-02-25;cancelada;13734270-7;Luis Contreras;NO;Cabaa 5;Santa Cruz;1080000;0;;07-02-25
RES-000799;06-04-25;06-04-25 22:00;06-04-25 23:00;ejecutada;21287925-8;Ana Silva;SI;Cancha Basquetbol Techada;Providencia;35000;35000;transferencia;06-04-25
RES-000800;18-04-25;18-04-25 22:00;18-04-25 23:00;cancelada;21454415-6;Maria Gonzalez;SI;Restaurant 1;Santiago Centro;30000;0;;18-04-25
RES-000801;15-12-25;15-12-25 18:00;15-12-25 19:00;reservada;22287381-9;Ana Silva;NO;Cancha Basquetbol Techada;La Florida;35000;0;;10-12-25
RES-000802;10-05-25;10-05-25 16:00;10-05-25 17:00;ejecutada;23433621-5;Maria Gonzalez;NO;Cancha Basquetbol Techada;Santa Cruz;35000;35000;tarjeta;06-05-25
RES-000803;13-07-25;13-07-25;17-07-25;reservada;13897062-0;Maria Gonzalez;NO;Cabaa 18;Santiago Centro;480000;0;;09-07-25
RES-000804;20-10-25;20-10-25;26-10-25;reservada;9486514-K;Luis Contreras;NO;Cabaa 6;Santiago Centro;720000;0;;18-10-25
RES-000805;19-03-25;19-03-25;28-03-25;ejecutada;21162735-2;Juan Perez;SI;Cabaa 15;Providencia;1080000;1080000;tarjeta;18-03-25
RES-000806;10-06-25;10-06-25 14:00;10-06-25 15:00;reservada;11727551-5;Maria Gonzalez;SI;Piscina 1;Providencia;20000;0;;05-06-25
RES-000807;11-02-25;11-02-25 21:00;11-02-25 22:00;reservada;15088563-9;Pedro;NO;Piscina 1;Providencia;20000;0;;11-02-25
RES-000808;16-06-25;16-06-25;19-06-25;ejecutada;11711378-7;Maria Gonzalez;SI;Cabaa 4;Providencia;360000;360000;tarjeta;14-06-25
RES-000809;17-12-25;17-12-25;19-12-25;ejecutada;21351051-7;Ana Silva;NO;Cabaa 19;Santa Cruz;240000;240000;tarjeta;17-12-25
RES-000810;07-05-25;07-05-25;12-05-25;ejecutada;14294949-0;Ana Silva;NO;Cabaa 1;Providencia;600000;600000;tarjeta;02-05-25
RES-000811;10-01-25;10-01-25;18-01-25;ejecutada;15838325-K;Maria Gonzalez;SI;Cabaa 20;Providencia;960000;960000;efectivo;05-01-25
RES-000812;04-07-25;04-07-25;abc/12/25;reservada;16214968-7;Luis Contreras;NO;Cabaa 5;Santa Cruz;720000;0;;04-07-25
RES-000813;19-06-25;19-06-25;27-06-25;reservada;8722237-3;Juan Perez;NO;Cabaa 3;Santiago Centro;960000;0;;19-06-25
RES-000814;14-07-25;14-07-25;23-07-25;reservada;19104958-6;Pedro Rojas;SI;Cabaa 16;Santa Cruz;1080000;0;;10-07-25
RES-000815;07-05-26;09-05-26 12:30;09-05-26 13:30;reservada;11228399-4;Pedro Rojas;NO;Restaurant 2;Santiago Centro;30000;0;;14-07-25
RES-000816;16-10-25;16-10-25;17-10-25;ejecutada;12075076-3;Juan Perez;SI;Cabaa 1;Santa Cruz;120000;120000;tarjeta;14-10-25
RES-000817;19-07-25;19-07-25;20-07-25;reservada;6807678-1;Pedro Rojas;SI;Cabaa 11;Santa Cruz;120000;0;;16-07-25
RES-000818;08-01-25;08-01-25;16-01-25;cancelada;9016221-7;Pedro Rojas;NO;Cabaa 9;Providencia;960000;0;;05-01-25
RES-000819;19-03-25;19-03-25 13:00;19-03-25 14:00;ejecutada;24831420-6;Luis Contreras;SI;Restaurant 2;La Florida;30000;30000;transferencia;17-03-25
RES-000820;12-08-25;12-08-25 17:00;12-08-25 18:00;reservada;17213598-6;Pedro;SI;Cancha Padel Techada;Santiago Centro;35000;0;;10-08-25
RES-000821;01-03-25;01-03-25;07-03-25;ejecutada;21554696-9;Maria Gonzalez;NO;Cabaa 19;Santiago Centro;720000;720000;tarjeta;25-02-25
RES-000822;11-02-25;11-02-25;13-02-25;cancelada;24447412-8;Juan Perez;NO;Cabaa 2;La Florida;240000;0;;07-02-25
RES-000823;16-09-25;16-09-25 19:00;16-09-25 20:00;reservada;20470612-3;Ana Silva;SI;Salon Eventos 3;Santa Cruz;100000;0;;15-09-25
RES-000824;08-07-25;08-07-25 22:00;08-07-25 23:00;cancelada;19195488-2;Pedro Rojas;SI;Salon Eventos 1;Santiago Centro;100000;0;;04-07-25
RES-000825;14-10-25;14-10-25;16-10-25;reservada;9978267-6;Pedro Rojas;NO;Cabaa 15;Santiago Centro;240000;0;;09-10-25
RES-000826;17-06-25;17-06-25;26-06-25;ejecutada;5938386-8;Ana Silva;SI;Cabaa 20;Providencia;1080000;1080000;tarjeta;12-06-25
RES-000827;14-06-25;14-06-25;20-06-25;reservada;7261443-7;Ana Silva;NO;Cabaa 5;Santa Cruz;720000;0;;10-06-25
RES-000828;03-05-25;03-05-25;08-05-25;cancelada;15293763-6;Luis Contreras;NO;Cabaa 3;Santiago Centro;600000;0;;03-05-25
RES-000829;20-01-25;20-01-25;26-01-25;cancelada;5757659-6;Pedro Rojas;SI;Cabaa 14;Santa Cruz;720000;0;;19-01-25
RES-000830;02-11-25;02-11-25;06-11-25;ejecutada;14292034-4;Luis Contreras;SI;Cabaa 13;La Florida;480000;480000;transferencia;31-10-25
RES-000831;02-07-25;02-07-25;08-07-25;ejecutada;10427547-2;Ana Silva;NO;Cabaa 1;Providencia;720000;720000;transferencia;01-07-25
RES-000832;09-08-25;09-08-25;15-08-25;ejecutada;19362869-9;Luis Contreras;NO;Cabaa 7 X;Providencia;720000;720000;efectivo;04-08-25
